화장실명,소재지도로명주소,비상벨설치여부,개방시간상세,male,female,lat,lon
관악수목원 공중화장실,경기도 안양시 만안구 석수동 산11,N,00:00~00:00,0,1,37.4355975,126.9299847
능골공원 화장실,경기도 시흥시 능곡동 781,Y,00:00-00:00,1,1,37.3655917,126.8082798
시흥시대야종합사회복지관,경기도 시흥히 호현로55,Y,09:00-18:00,5,5,37.44535460000001,126.7849293
거모종합사회복지관1층,경기도 시흥시 군자로466번길37,N,09:00-18:00,1,1,37.3448295,126.781264
함현상생종합사회복지관 화장실,경기도 시흥시 함송로29번길 67,N,09:00-18:00,5,5,37.3642691,126.7375104
시흥시목감종합사회복지관 화장실,경기도 목감초등길 45,N,09:00-18:00,1,1,37.3848284,126.8584365
작은자리종합사회복지관,경기도 시흥대로 1087,N,09:00-18:00,2,2,37.4329517,126.7928007
배곧2동주민센터,경기도 시흥시 배곧1로 30,Y,09:00-18:00,3,3,37.3620064,126.7131583
배곧도서관,경기도 시흥시 배곧4로 102,Y,09:00-22:00,5,5,37.3735088,126.7337514
배곧생명공원,경기도 시흥시 배곧동 187,Y,00:00-00:00,1,0,37.3718626,126.7221326
배곧생명공원 간이화장실,경기도 시흥시 배곧동 187,Y,00:00-00:00,1,1,37.3718626,126.7221326
관악어린이공원 공중화장실,경기도 안양시 동안구 비산동 1102-6,Y,00:00~24:00,1,1,37.3949825,126.9456327
관양동 행정복지센터 공중화장실,경기도 안양시 동안구 관평로 358번길 46,Y,09:00~18:00,3,2,37.4061475,126.9614548
인덕원동행정복지센터공중화장실,경기도 안양시 동안구 관양로 215,N,09:00~18:00,1,1,37.4022655,126.9709583
관양도서관 화장실,"경기도 안양시 동안구 동편로 124 (관양동, 관양도서관)",N,09:00~18:00,4,4,37.41091309999999,126.9680934
국립농산물품질관리원 경기지원,경기도 안양시 만안구 안양로 114,N,09:00~18:00,1,0,37.3854046,126.9332229
귀인동 문화복지센터 화장실,경기도 안양시 동안구 부림로 14,Y,09:00~18:00,1,1,37.3852969,126.9694338
귀인동 행정복지센터 화장실,경기도 안양시 동안구 부림로 16,Y,09:00~18:00,1,1,37.3855228,126.9694424
조현보건진료소,경기도 양평군 용문면 청용길 12,N,9시간,1,1,37.5221402,127.6135389
갈운보건진료소,경기도 청운면 경강로 4839,N,9시간,1,1,37.5414986,127.764361
삼산보건진료소,경기도 양평군 양동면 도소리길 33,Y,9시간,1,1,37.4040357,127.7706179
양평군청 본관1층,"경기도 양평군 양평읍 군청앞길 2 (양근리, 양평군청,1층)",N,00:00~00:00,1,1,37.4916785,127.4874383
양평다나암병원,경기도 양평군 강하면 사호1길 51,Y,00:00~00:00,1,1,37.4973036,127.4193919
강하면사무소 1층,경기도 양평군 강하면 운심길 40-8 (1층),N,10시간,1,1,37.49494869999999,127.4105377
용문체육공원,경기도 양평군 용문면 용문체육공원길 77,Y,17시간,1,1,37.49369739999999,127.6068449
서종면사무소,경기도 양평군 서종면 북한강로 777,N,13시간,1,1,37.6066555,127.3487459
양동체육공원 화장실,경기도 양평군 양동면 원양2로 832,Y,00:00~00:00,0,1,37.4066359,127.7547247
양동친환경화장실(산책로),경기도 양평군 양동면 양동역길 2,Y,00:00~00:00,1,1,37.4189319,127.7527081
양동주민자치센터,"경기도 양평군 양동면 학둔지아래길 20 (석곡리, 양동면사무소)",N,00:00~00:00,1,3,37.4251495,127.7511762
양평읍사무소,경기도 양평군 양평읍 양근강변길 7,N,10시간,1,1,37.4865589,127.4935816
갈산공원(중간),경기도 양평군 양평읍 양평체육공원길 33,Y,00:00~00:00,1,1,37.4824969,127.4966478
한국전력공사양평지점,경기도 양평군 강상면 강남로 933,N,16시간,1,1,37.4872312,127.4811936
강상면사무소,경기도 양평군 강상면 신화길 10,N,10시간,1,1,37.4771624,127.4854241
강상체육공원 위 산책로,경기도 양평군 강상면 강상공원길 22,Y,16시간,2,2,37.481334,127.4876238
서종면다목적복지회관,경기도 양평군 서종면 북한강로 777,N,11시간,1,1,37.6066555,127.3487459
물맑은양평체육관,경기도 양평군 양평읍 마유산로 11,N,10시간,2,2,37.4968113,127.4855494
양평군평생학습센터 1층,경기도 양평군 양평읍 마유산로 3,N,10시간,1,1,37.49745410000001,127.4849264
양평군평생학습센터 공용화장실,경기도 양평군 양평읍 마유산로 3,Y,00:00~00:00,1,1,37.49745410000001,127.4849264
용문국민체육센터 1F,경기도 양평군 용문면 용문체육공원길 55,N,06:00~21:00,1,1,37.4918135,127.6058991
양서에코힐링센터1F,경기도 양평군 양서면 북한강로38,Y,06:00~21:00,1,1,37.5472399,127.3215181
물맑은양평종합운동장(관리사무소 1층),경기도 양평군 양평읍 종합운동장로 7,N,09:00~18:00,1,1,37.4902518,127.5231841
물맑은양평종합운동장(보조구장),경기도 양평군 양평읍 종합운동장로 7,Y,00:00~00:00,2,1,37.4902518,127.5231841
물맑은양평볼링센터,경기도 양평군 양평읍 종합운동장로 7,N,10:00~22:00,1,1,37.4902518,127.5231841
북한강철교쉼터화장실,경기도 양평군 양서면 남한강자전거길 1043,N,00:00~00:00,1,1,37.5501052,127.3194401
옥천쉼터화장실,경기도 양평군 옥천면 옥천리 산25-3,Y,00:00~00:00,1,1,37.5072052,127.4529053
평생학습센터자전거도로화장실,경기도 양평군 양평읍 마유산로 3,Y,00:00~00:00,1,1,37.49745410000001,127.4849264
양평파크골프장화장실,경기도 양평군 강상면 양평대교길 86,Y,00:00~00:00,1,1,37.4830075,127.4849461
쉬자파크,경기도 양평군 양평읍 쉬자파크길 223,Y,12시간,1,1,37.5129119,127.5311888
지평레포츠공원(내),경기도 양평군 지평면 송정길 130,N,00:00~00:00,1,1,37.4899213,127.6329596
국수보건지소,경기도 양평군 양서면 복개길5번길 13(3층),N,9시간,0,1,37.5140084,127.4036528
옥천보건지소,경기도 양평군 옥천면 옥천체육공원길 34,N,9시간,0,1,37.5220827,127.45842
청운보건지소,경기도 양평군 청운면 용두로164번길 7,N,9시간,0,1,37.5560824,127.7108261
양동보건지소,경기도 양평군 양동면 학둔지아래길 22,N,9시간,0,1,37.4247207,127.7513908
양평시외버스터미널,경기도 양평군 양평읍 시민로 91 (공흥리),Y,17시간,1,1,37.4912772,127.501721
양평물맑은시장 쉼터 공중화장실,경기도 양평군 양평읍 양평시장길 11-1,Y,00:00~00:00,1,1,37.4899689,127.4918919
양평물맑은시장 화장실,경기도 양평군 양평읍 양평장터길 15,Y,00:00~00:00,1,1,37.4909563,127.4927967
양평길병원,경기도 양평군 양평읍 중앙로 129,Y,10시간,3,2,37.4939784,127.503326
양평군노인요양원,경기도 양평군 양평읍 중앙로111번길 34,Y,10시간,2,2,37.4964342,127.5045207
양평군장애인복지관,경기도 양평군 양평읍 중앙로111번길 36-1,Y,16시간,2,2,37.4968134,127.5037443
국립농산물품질관리원양평출장소,경기도 양평군 양평읍 한빛길 38,N,16시간,1,0,37.4874293,127.4944461
여기가좋겠네(휴게소),경기도 양평군 용문면 경강로 2758,Y,00:00~00:00,1,1,37.4842982,127.5775144
용문면사무소,경기도 양평군 용문면 용문로 428,Y,10시간,3,3,37.4887391,127.5997183
중원계곡(주차장),경기도 양평군 용문면 중원리 607-5,Y,15시간,1,1,37.5487229,127.6199048
단월면 복지회관 1층,"경기도 양평군 단월면 보룡길 44-1 (보룡리,1층)",N,12시간,1,1,37.5379362,127.674525
단월면사무소,경기도 양평군 단월면 보룡길 53(1층),N,00:00~00:00,1,1,37.538564,127.6729609
중앙도서관,경기도 양평군 양평읍 양근로 240-9,N,"13시간(평일),9시간(주말)",1,1,37.4858311,127.4944051
양서친환경도서관 1층,경기도 양평군 양서면 양수로 110(1층),N,10시간,1,1,37.5424168,127.3234882
어린이도서관,경기도 양평군 양평읍 양근로 240-9,N,8시간,3,0,37.4858311,127.4944051
용문도서관,경기도 양평군 용문면 용문로 395,N,13시간,1,1,37.48723409999999,127.5962455
양동도서관,경기도 양평군 양동면 학둔지아래길 93,N,11시간,0,2,37.4191308,127.7546512
지평도서관,경기도 양평군 지평면 지평의병로 116번길 5,N,11시간,3,3,37.4740539,127.6389591
양서다목적복지회관 1층,경기도 양평군 양서면 양수로171번길 10(1층),N,9시간,1,1,37.5445071,127.3170585
용문사 용유정 화장실,경기도 양평군 용문면 신점리 산99-8,N,00:00~00:00,1,1,37.5571891,127.5678351
골든쌔들주유소(용문휴게소),경기도 양평군 용문면 경강로 2946,Y,17시간,1,1,37.4944145,127.5933324
양평군종합사회복지관,경기도 양평군 용문면 용문역길 67,Y,10시간,3,3,37.4806168,127.5893708
안식관소규모요양센터,경기도 양평군 용문면 마룡웃말길 56,N,10시간,1,1,37.5022327,127.6005523
경기미래교육(타운센터),경기도 양평군 용문면 연수로 209,N,00:00~00:00,1,1,37.4999154,127.5755919
경기미래교육(체험전시관),경기도 양평군 용문면 연수로 209,N,00:00~00:00,1,1,37.4999154,127.5755919
경기미래교육(1LD),경기도 양평군 용문면 연수로 209,N,00:00~00:00,1,1,37.4999154,127.5755919
경기미래교육(강의2동),경기도 양평군 용문면 연수로 209,N,00:00~00:00,1,1,37.4999154,127.5755919
경기미래교육(체험관),경기도 양평군 용문면 연수로 209,N,00:00~00:00,1,1,37.4999154,127.5755919
경기미래교육(식당동),경기도 양평군 용문면 연수로 209,N,00:00~00:00,1,1,37.4999154,127.5755919
경기미래교육(강의1동),경기도 양평군 용문면 연수로 209,N,00:00~00:00,1,1,37.4999154,127.5755919
경기미래교육(체육관),경기도 양평군 용문면 연수로 209,N,00:00~00:00,1,1,37.4999154,127.5755919
경기미래교육(출입국 관리),경기도 양평군 용문면 연수로 209,N,00:00~00:00,1,1,37.4999154,127.5755919
경기미래교육(강의4동),경기도 양평군 용문면 연수로 209,N,00:00~00:00,1,1,37.4999154,127.5755919
경기미래교육(강의3동),경기도 양평군 용문면 연수로 209,N,00:00~00:00,1,1,37.4999154,127.5755919
경기미래교육(워터파크),경기도 양평군 용문면 연수로 209,N,00:00~00:00,1,1,37.4999154,127.5755919
용문 119구조대,경기도 양평군 용문면 연수로 64,Y,10시간,0,1,37.4929971,127.590401
오커빌리지(캠핑장),경기도 양평군 용문면 장수길 22,N,00:00~00:00,1,1,37.5092455,127.5638124
용문우체국,경기도 양평군 용문면 용문로 315,N,10시간,1,2,37.4819909,127.5898971
몽양여운형선생기념관,경기도 양평군 양서면 몽양길 66,N,8시간 반,1,1,37.5303798,127.3734429
용문산국민관광지 박물관(1층),경기도 양평군 용문면 용문산로 670,N,9시간,1,1,37.5474932,127.5812081
용문산관광지(주차장화장실),경기도 양평군 용문면 용문산로 621,Y,00:00~00:00,1,1,37.5442357,127.5844012
용문산관광지(야외공연장 입구),경기도 양평군 용문면 용문산로 660,Y,00:00~00:00,1,1,37.5472509,127.5822668
용문산국민관광지(문화화장실),경기도 양평군 용문면 용문산로 643,Y,00:00~00:00,1,2,37.54552260000001,127.5828384
용문산관광지(야영장),경기도 양평군 용문면 신점리 531,Y,00:00~00:00,1,1,37.5464771,127.5796296
양평군청 별관1층,"경기도 양평군 양평읍 군청앞길 2 (양근리, 양평군청,별관1층)",N,00:00~00:00,0,1,37.4916785,127.4874383
코바코연수원 (본관),"경기도 양평군 강상면 강남로 1375 (화양리,본관)",N,16시간,1,1,37.4565402,127.485165
코바코연수원 (화합관),"경기도 양평군 강상면 강남로 1375 (화양리,화합관)",N,16시간,1,1,37.4565402,127.485165
두물머리화장실(상춘원 옆),경기도 양평군 양서면 양수로139번길 86,Y,00:00~00:00,0,1,37.535882,127.3177771
양근섬,경기도 양평군 양평읍 양근로 98-57,Y,00:00~00:00,1,1,37.4959959,127.4791701
문호지구화장실 -2,경기도 양평군 서종면 문호리 694-2,Y,00:00~00:00,1,1,37.6140368,127.3484006
용문버스터미널,경기도 양평군 용문면 용문로 430,Y,00:00~00:00,1,1,37.4887391,127.5997183
라온광장옆(양근천),경기도 양평군 양평읍 양평장터길 41,Y,00:00~00:00,1,1,37.4915701,127.4900972
지평면사무소,경기도 양평군 지평면 지평의병로116번길 1,N,12시간,1,1,37.4745805,127.6392103
지평면종합복지관,"경기도 양평군 지평면 지평의병로116번길 1-1 (지평리, 지평면종합복지관)",N,9시간,1,1,37.4740539,127.6389591
지평시장,경기도 양평군 지평면 지평의병로116번길 11 (지평리),Y,00:00~00:00,1,1,37.4738503,127.6380734
청운면사무소 1층,"경기도 양평군 청운면 용두로 170 (용두리, 청운면사무소,1층)",N,10시간,1,0,37.5560824,127.7108261
청운(용두)시외버스터미널,경기도 양평군 청운면 용두로139번길 1,Y,16시간,1,1,37.5544841,127.7084822
지평보건지소,경기도 양평군 지평면 지평의병로116번길 7-1,N,9시간,0,1,37.4738664,127.6385526
용문보건지소,경기도 양평군 용문면 용문로 393,N,9시간,1,1,37.48723409999999,127.5962455
개군보건지소,경기도 양평군 개군면 하자포길33번길 6,N,9시간,0,1,37.4263263,127.5369723
미사2동 행정복지센터 1층,경기도 하남시 아리수로 531 1층,Y,09:00~18:00,1,0,37.5671161,127.1860594
보건소 화장실(1층),경기도 하남시 대청로 10,Y,09:00~18:00,1,0,37.5391096,127.2146785
보훈회관 화장실,경기도 하남시 검단로19번길 23,N,09:00~18:00,1,1,37.5234092,127.2234834
스타필드시티위례점 화장실 (4층),경기도 하남시 위례대로 200,Y,10:00~22:00,1,1,37.480037,127.1483986
스타필드시티위례점 화장실 (3층),경기도 하남시 위례대로 200,Y,10:00~22:00,1,1,37.480037,127.1483986
스타필드시티위례점 화장실 (2층),경기도 하남시 위례대로 200,Y,10:00~22:00,1,1,37.480037,127.1483986
스타필드시티위례점 화장실 (1층),경기도 하남시 위례대로 200,Y,10:00~22:00,1,1,37.480037,127.1483986
스타필드시티위례점 화장실 (지하1층),경기도 하남시 위례대로 200,Y,10:00~22:00,1,1,37.480037,127.1483986
초이농협,경기도 하남시 초이로 159,Y,24시간,1,1,37.5445939,127.1718168
성불사,경기도 하남시 학암로 9번길 64,Y,24시간,1,1,37.4897337,127.1622885
선법사,경기도 하남시 서하남로 588번길 114,Y,24시간,1,1,37.51855090000001,127.208116
초이동 행정복지센터 1층,경기도 하남시 초이로 65(초이동),Y,09:00~18:00,1,1,37.53660989999999,127.1709202
춘궁동 노인복지관 화장실,경기도 하남시 서하남로 488,N,09:00~18:00,1,1,37.5220156,127.1939744
춘궁동행정복지센터 1층 화장실,경기도 하남시 서하남로 490,N,09:00~18:00,1,0,37.5222218,127.194149
코스트코 하남점 화장실(1층),경기도 하남시 미사강변중앙로 40,N,10:00~22:00,1,1,37.5507333,127.1938908
풍산동행정복지센터 1층,경기도 하남시 하남대로 1037-4,N,09:00~18:00,0,1,37.5490953,127.1851044
하남가스충전소,경기도 하남시 하남대로 267,N,24시간,1,1,37.4994444,127.2315636
하남경찰서 본관 화장실,경기도 하남시 검단로 27,N,09:00~18:00,1,1,37.5230888,127.2244981
하남경찰서 종합민원실 화장실,경기도 하남시 검단로 27,N,09:00~18:00,1,1,37.5230888,127.2244981
미사파출소 화장실,경기도 하남시 아리수로 567,N,09:00~18:00,1,1,37.567588,127.1899424
수리골공영주차장 B2층,경기도 하남시 신장로228번길5,Y,24시간,1,1,37.5453903,127.1985198
덕풍근린공원 제3공영주차장 B1층,경기도 하남시 덕풍공원로 70,Y,24시간,1,1,37.5360246,127.1981183
덕풍근린공원 제3공영주차장 B4층,경기도 하남시 덕풍공원로 70,Y,24시간,1,1,37.5360246,127.1981183
스타필드하남 화장실(3층 동측),경기도 하남시 미사대로 750,N,10:00~22:00,1,1,37.5454847,127.223697
스타필드하남 화장실(3층 서측),경기도 하남시 미사대로 750,N,10:00~22:00,1,1,37.5454847,127.223697
스타필드하남 화장실(2층 동측),경기도 하남시 미사대로 750,N,10:00~22:00,1,1,37.5454847,127.223697
스타필드하남 화장실(2층 서측),경기도 하남시 미사대로 750,N,10:00~22:00,1,1,37.5454847,127.223697
스타필드하남 화장실(1층 동측),경기도 하남시 미사대로 750,N,10:00~22:00,1,1,37.5454847,127.223697
스타필드하남 화장실(1층 서측),경기도 하남시 미사대로 750,N,10:00~22:00,1,1,37.5454847,127.223697
스타필드하남 화장실(지하1층 동측),경기도 하남시 미사대로 750,N,10:00~22:00,1,1,37.5454847,127.223697
스타필드하남 화장실(지하1층 서측),경기도 하남시 미사대로 750,N,10:00~22:00,1,1,37.5454847,127.223697
스타필드하남 화장실(지하2층 서측),경기도 하남시 미사대로 750,N,10:00~22:00,1,1,37.5454847,127.223697
스타필드하남 화장실(지하3층 서측1홀),경기도 하남시 미사대로 750,N,10:00~22:00,1,1,37.5454847,127.223697
스타필드하남 화장실(지하3층 서측2홀),경기도 하남시 미사대로 750,N,10:00~22:00,1,1,37.5454847,127.223697
스타필드하남 메가박스 화장실(로비),경기도 하남시 미사대로 750,N,10:00~22:00,1,1,37.5454847,127.223697
스타필드하남 아쿠아필드 화장실(사우나),경기도 하남시 미사대로 750,N,10:00~22:00,1,1,37.5454847,127.223697
신세계백화점하남 지하1층,경기도 하남시 미사대로750,Y,10:00~20:00,1,1,37.5454847,127.223697
신세계백화점하남 1층,경기도 하남시 미사대로750,Y,10:00~20:00,1,1,37.5454847,127.223697
신세계백화점하남 2층,경기도 하남시 미사대로750,Y,10:00~20:00,1,1,37.5454847,127.223697
신세계백화점하남 3층,경기도 하남시 미사대로750,Y,10:00~20:00,1,1,37.5454847,127.223697
하남시종합사회복지관(2층),경기도 하남시 덕풍천서로 9,N,09:00~18:00,1,1,37.5417046,127.215797
하남시종합사회복지관(3층),경기도 하남시 덕풍천서로 9,N,09:00~18:00,1,1,37.5417046,127.215797
하남시종합사회복지관(4층),경기도 하남시 덕풍천서로 9,N,09:00~18:00,1,1,37.5417046,127.215797
이마트트레이더스위례 화장실(고객),경기도 하남시 위례대로 200,Y,10:00~23:00,1,1,37.480037,127.1483986
조정경기장 화장실(B축구장),경기도 하남시 미사대로 505,Y,06:00~20:00,1,1,37.5518162,127.2153755
조정경기장 화장실(관리동),경기도 하남시 미사대로 505,Y,06:00~20:00,1,1,37.5518162,127.2153755
조정경기장 화장실(운영동),경기도 하남시 미사대로 505,Y,06:00~20:00,1,1,37.5518162,127.2153755
조정경기장 화장실(매점1동),경기도 하남시 미사대로 505,Y,06:00~20:00,1,1,37.5518162,127.2153755
조정경기장 화장실(매점5동),경기도 하남시 미사대로 505,Y,06:00~20:00,1,1,37.5518162,127.2153755
조정경기장 화장실(관람동),경기도 하남시 미사대로 505,Y,09:00~18:00,1,1,37.5518162,127.2153755
조정경기장 화장실(보트동),경기도 하남시 미사대로 505,Y,09:00~18:00,0,1,37.5518162,127.2153755
조정경기장 화장실(메인 주차장),경기도 하남시 미사대로 505,Y,06:00~20:00,1,1,37.5518162,127.2153755
신장1동 행정복지센터 화장실(1층),경기도 하남시 신장1로27번길 13,N,09:00~18:00,0,1,37.5387753,127.2096135
신장2동 행정복지센터 화장실(1층),경기도 하남시 대청로21번길 32,N,06:00~21:00,1,1,37.5417635,127.2140196
위례동행정복지센터 1층,경기도 하남시 위례순환로 310,N,09:00~18:00,1,1,37.4771689,127.1523914
하남시종합사회복지관(별관),경기도 하남시 덕풍천서로 9,N,09:00~18:00,1,1,37.5417046,127.215797
CGV스타필드시티위례점,경기도 하남시 위례대로 200,Y,10:00~22:00,1,1,37.480037,127.1483986
하남시 마루공원 장례식장 지상2층,경기도 하남시 하남대로545번길 22-30,N,24시간,0,1,37.5230141,127.218074
하남시 마루공원 장례식장 지상1층,경기도 하남시 하남대로545번길 22-30,N,24시간,0,1,37.5230141,127.218074
하남시 마루공원 장례식장 지하1층,경기도 하남시 하남대로545번길 22-30,N,24시간,1,0,37.5230141,127.218074
하남종합운동장 화장실(다목적체육관),경기도 하남시 아리수로 600,N,24시간,0,1,37.5668119,127.1938404
하남종합운동장 화장실(본부석2층),경기도 하남시 아리수로 600,N,24시간,2,1,37.5668119,127.1938404
하남종합운동장 화장실(본부석1층),경기도 하남시 아리수로 600,N,24시간,1,1,37.5668119,127.1938404
하남종합운동장 화장실(안내소),경기도 하남시 아리수로 600,N,24시간,0,1,37.5668119,127.1938404
하남종합운동장 화장실(테니스장),경기도 하남시 아리수로 600,N,24시간,1,1,37.5668119,127.1938404
하남등기소 화장실,경기도 하남시 검단로 15,N,09:00~18:00,1,1,37.5229692,127.2231979
하남역사박물관 화장실(2층),경기도 하남시 덕풍동로 30,N,09:00~18:00,1,0,37.5454547,127.206129
하남역사박물관 화장실(3층),경기도 하남시 덕풍동로 30,N,09:00~18:00,0,1,37.5454547,127.206129
하남문화예술회관 화장실(대극장 1층 우측),경기도 하남시 신평로 125,N,09:00~18:00,1,0,37.544466,127.2071065
하남문화예술회관 화장실(대극장 1층 좌측),경기도 하남시 신평로 125,N,09:00~18:00,1,1,37.544466,127.2071065
하남문화예술회관 화장실(대극장 2층),경기도 하남시 신평로 125,N,09:00~18:00,1,1,37.544466,127.2071065
하남문화예술회관 화장실(상가동),경기도 하남시 신평로 125,N,00:00~00:00,1,1,37.544466,127.2071065
미사보건센터4층,경기도 하남시 미사강변대로 200,Y,(평일) 09:00~18:00,1,1,37.5676392,127.1857685
미사보건센터3층,경기도 하남시 미사강변대로 200,Y,(평일) 09:00~18:00,1,1,37.5676392,127.1857685
미사보건센터2층,경기도 하남시 미사강변대로 200,Y,(평일) 09:00~18:00,1,1,37.5676392,127.1857685
미사보건센터1층,경기도 하남시 미사강변대로 200,Y,(평일) 09:00~18:00,1,1,37.5676392,127.1857685
덕풍2동행정복지센터(1층),경기도 하남시 덕풍공원로 12,N,09:00~18:00,1,1,37.5422809,127.1980839
덕풍3동 행정복지센터 1층,경기도 하남시 덕풍서로 66,N,09:00~18:00,1,1,37.5525321,127.2046934
엄마사랑화장실,경기도 하남시 검단산로250번길 3-6,Y,24시간,1,1,37.5365323,127.2294355
세미근린공원,경기도 하남시 하남대로 939,Y,24시간,1,1,37.5457282,127.1949556
미사한강4호공원,경기도 하남시 미사강변 한강로 111,Y,24시간,1,1,37.5787657,127.1885246
미사한강3호공원,경기도 하남시 미사강변 한강로 99,Y,24시간,1,1,37.5789154,127.1859576
미사한강2호공원,경기도 하남시 미사강변 한강로 45,Y,24시간,1,1,37.5778916,127.1819208
미사누리2호공원,경기도 하남시 미사강변대로226번길 79,Y,24시간,1,1,37.5691881,127.1868754
미사숲공원,경기도 하남시 미사강변중앙로 95,Y,24시간,1,1,37.5547438,127.1891902
미사호수공원,경기도 하남시 미사강변대로 150,Y,24시간,1,1,37.56246120000001,127.1854868
국제자매도시공원,경기도 하남시 하남유니온로 100,Y,24시간,1,1,37.5442958,127.2216223
덕풍수변공원,경기도 하남시 덕풍천동로 40,Y,24시간,1,1,37.544129,127.2175635
나무고아원A,경기도 하남시 미사대로 261-2,Y,24시간,1,1,37.5822098,127.1957849
신평어린이공원,경기도 하남시 신장동 594,Y,24시간,1,1,37.543973,127.2131189
덕풍근린공원,경기도 하남시 덕풍공원로 70,Y,24시간,1,1,37.5360246,127.1981183
풍산지구4호공원,경기도 하남시 덕풍동로 36,Y,24시간,1,1,37.5463549,127.2064714
풍산지구3호공원,경기도 하남시 덕풍북로 180,Y,24시간,1,1,37.5526725,127.2070129
풍산지구2호공원,경기도 하남시 덕풍서로 21,Y,24시간,1,1,37.55117610000001,127.2010585
풍산지구1호공원,경기도 하남시 덕풍로 108,Y,24시간,1,1,37.553779,127.2024388
한솔리치빌공원,경기도 하남시 덕산로 39-2,Y,24시간,1,1,37.5336851,127.1966137
하남시종합사회복지관(1층),경기도 하남시 덕풍천서로 9,N,09:00~18:00,1,0,37.5417046,127.215797
감북동 행정복지센터 화장실,경기도 하남시 감북로 39,N,09:00~18:00,1,1,37.5161829,127.1616908
감일동행정복지센터,경기도 하남시 감일순환로175,N,09:00~18:00,1,1,37.506861,127.1627055
하남시 차량등록사무소(2층),경기도 하남시 하남대로776번길 79,Y,09:00~18:00,1,1,37.54153489999999,127.2143794
하남시 차량등록사무소(1층),경기도 하남시 하남대로776번길 79,Y,09:00~18:00,1,1,37.54153489999999,127.2143794
하남시청소년수련관,경기도 하남시 조정대로 111,N,09:00~22:00,5,5,37.5547438,127.1891902
서하남(판교방향)주유소,경기도 하남시 수도권제1순환고속도로 19 (춘궁동),Y,24시간,1,1,37.5258891,127.1932333
덕풍1동 행정복지센터 화장실(1층),경기도 하남시 덕풍공원로 110,N,09:00~18:00,1,1,37.5350629,127.1985439
덕풍2동행정복지센터(4층),경기도 하남시 덕풍공원로 12,N,09:00~18:00,0,1,37.5422809,127.1980839
덕풍2동행정복지센터(3층),경기도 하남시 덕풍공원로 12,N,09:00~18:00,1,1,37.5422809,127.1980839
덕풍제2공영주차장 B3층,경기도 하남시 덕풍공원로 100,Y,24시간,1,1,37.5386917,127.1988578
하남시 마루공원 봉안당 지하1층,경기도 하남시 하남대로545번길 22-30,N,24시간(동절기 제외),1,1,37.5230141,127.218074
미사1동행정복지센터 3층,경기도 하남시 미사강변남로 59,N,09:00~18:00,0,1,37.560287,127.1887888
미사1동행정복지센터 2층,경기도 하남시 미사강변남로 59,N,09:00~18:00,1,1,37.560287,127.1887888
미사1동행정복지센터 1층,경기도 하남시 미사강변남로 59,N,09:00~18:00,1,1,37.560287,127.1887888
미사2동 행정복지센터 2층,경기도 하남시 아리수로 531 2층,N,09:00~18:00,0,1,37.5671161,127.1860594
하남소방서 화장실(1층),경기도 하남시 대청로 76,N,09:00~18:00,1,0,37.5398466,127.2203165
미사도서관 3층,경기도 하남시 아리수로 545,Y,(평일) 09:00~22:00+(주말) 09:00~18:00,1,1,37.5691881,127.1868754
미사도서관 2층,경기도 하남시 아리수로 545,Y,(평일) 09:00~22:00+(주말) 09:00~18:00,1,1,37.5691881,127.1868754
미사도서관 1층,경기도 하남시 아리수로 545,Y,(평일) 09:00~22:00+(주말) 09:00~18:00,1,1,37.5691881,127.1868754
세미도서관 1층,경기도 하남시 세미로 1길 15,N,도서관 운영시간 09시- 22시 (평일) /09-18시(주말),1,1,37.5434436,127.1941013
위례도서관 3층,경기도 하남시 위례대로 230,Y,(평일) 09:00~22:00+(주말) 09:00~18:00,1,1,37.4823444,127.1489011
위례도서관 2층,경기도 하남시 위례대로 230,Y,(평일) 09:00~22:00+(주말) 09:00~18:00,1,1,37.4823444,127.1489011
위례도서관 1층,경기도 하남시 위례대로 230,Y,(평일) 09:00~22:00+(주말) 09:00~18:00,1,1,37.4823444,127.1489011
일가도서관 1층,경기도 하남시 미사강변남로 10,Y,09:00~18:00,1,1,37.5586875,127.1832405
하남유니온타워 1층,경기도 하남시 미사대로710,N,09:00~18:00,1,1,37.5466229,127.2195845
신장도서관 화장실(2층),경기도 하남시 하남대로 740,Y,09:00~23:00,1,0,37.5382832,127.2137405
신장도서관 화장실(1층),경기도 하남시 하남대로 740,Y,09:00~23:00,0,1,37.5382832,127.2137405
하남시청 본관 1층,경기도 하남시 대청로 10,Y,09:00~18:00,1,1,37.5391096,127.2146785
하남시청 별관동 2층,경기도 하남시 대청로 10,Y,09:00~18:00,1,0,37.5391096,127.2146785
하남시청 별관동 1층,경기도 하남시 대청로 10,Y,09:00~18:00,1,1,37.5391096,127.2146785
위례근린5호공원,경기도 하남시 위례대로 248,Y,24시간,1,1,37.4833548,127.1491674
초이산단 소공원,경기도 하남시 초광산단동로 7,Y,24시간,1,1,37.5290384,127.172852
감일근린2호공원,경기도 하남시 감일순환로 30,Y,24시간,1,1,37.5066695,127.1642501
감일문화공원,경기도 하남시 감일순환로 177,Y,24시간,1,1,37.5080308,127.1599788
환경기초시설공원,경기도 하남시 미사대로 710,Y,24시간,1,1,37.5466229,127.2195845
한강둔치(양필석기념비 옆),경기도 하남시 미사대로 685,Y,24시간,1,1,37.5500769,127.2183015
탄현어린이공원,경기도 고양시 일산서구 탄현동 1495,Y,00:00~00:00,0,1,37.693909,126.7689248
