화장실명,소재지도로명주소,비상벨설치여부,개방시간상세,male,female,lat,lon
탄중어린이공원,경기도 고양시 일산서구 탄현동 1501,Y,00:00~00:00,1,1,37.69427750000001,126.7710749
샘물어린이공원,경기도 고양시 일산서구 덕이동 1525,Y,00:00~00:00,1,1,37.69584529999999,126.7436838
윗말어린이공원,경기도 고양시 일산서구 일산동 1095,Y,00:00~00:00,1,1,37.6772231,126.7736727
이물재어린이공원,경기도 고양시 일산서구 주엽동 39,Y,00:00~00:00,1,1,37.6736031,126.7711736
궁골어린이공원,경기도 고양시 일산서구 주엽동 55,Y,00:00~00:00,1,1,37.6698416,126.7686733
강재어린이공원,경기도 고양시 일산서구 주엽동 52,Y,00:00~00:00,1,1,37.6726286,126.7635837
도화어린이공원,경기도 고양시 일산서구 일산동 1043,Y,00:00~00:00,1,1,37.6821928,126.7626855
오마어린이공원,경기도 고양시 일산서구 주엽동 3,Y,00:00~00:00,1,1,37.678176,126.7606562
오거리어린이공원,경기도 고양시 일산서구 주엽동 34,Y,00:00~00:00,0,1,37.6762653,126.7647999
문촌어린이공원,경기도 고양시 일산서구 주엽동 10,Y,00:00~00:00,1,1,37.6749084,126.7582387
새말어린이공원,경기도 고양시 일산서구 일산로636번길 37-32(대화동),Y,00:00~00:00,1,1,37.6843045,126.7580536
토성어린이공원,경기도 고양시 일산서구 대화동 2065,Y,00:00~00:00,1,1,37.6842775,126.7539751
왕산어린이공원,경기도 고양시 일산서구 대화동 2092,Y,00:00~00:00,1,1,37.6819571,126.751562
양촌어린이공원,경기도 고양시 일산서구 대화동 2092,Y,00:00~00:00,1,1,37.6819571,126.751562
장성어린이공원,경기도 고양시 일산서구 대화동 2166,Y,00:00~00:00,1,1,37.6770219,126.7539109
강서어린이공원,경기도 고양시 일산서구 대화동 2265,Y,00:00~00:00,1,1,37.67209450000001,126.7505417
백암어린이공원,경기도 고양시 일산서구 주엽동 130,Y,00:00~00:00,1,1,37.6697572,126.7549101
숯고개어린이공원,경기도 고양시 일산서구 탄현동 1486,Y,00:00~00:00,1,1,37.6938231,126.7662558
회화어린이공원,경기도 고양시 일산서구 주엽동 91,Y,00:00~00:00,1,1,37.6655781,126.7636128
백송화장실,경기도 고양시 일산동구 호수로 595(백송),Y,00:00~00:00,1,1,37.6406357,126.7897745
주제광장,경기도 고양시 일산동구 호수로 731(주제광장),Y,00:00~00:00,1,1,37.655124,126.7677215
매점화장실,경기도 고양시 일산동구 호수로 731(매점),Y,00:00~00:00,1,1,37.6578901,126.7635211
장미화장실,경기도 고양시 일산동구 호수로 731(장미),Y,00:00~00:00,1,1,37.6578901,126.7635211
회화화장실,경기도 고양시 일산동구 호수로 731(회화),Y,00:00~00:00,1,1,37.6578901,126.7635211
두루미화장실,경기도 고양시 일산동구 호수로 731(두루미),Y,00:00~00:00,1,1,37.6578901,126.7635211
호반화장실,경기도 고양시 일산동구 호수로 731(호반),Y,00:00~00:00,1,1,37.6578901,126.7635211
악어화장실,경기도 고양시 일산동구 호수로 731(악어),Y,00:00~00:00,1,1,37.6578901,126.7635211
청평지화장실,경기도 고양시 일산동구 노루목로 10(청평지),Y,00:00~00:00,1,1,37.6469355,126.7726929
폭포화장실,경기도 고양시 일산동구 호수로 543-2(폭포),Y,00:00~00:00,1,1,37.6505813,126.7698033
한류수변공원 물빛화장실,경기도 고양시 일산동구 주엽로 12-4,N,00:00~00:00,1,1,37.65999619999999,126.7532265
한류수변공원 수변화장실,경기도 고양시 일산동구 한류월드로 243,N,00:00~00:00,1,1,37.6596536,126.7587902
한류수변공원 청음지화장실,경기도 고양시 일산동구 연리지로 17-2,N,00:00~00:00,1,1,37.6592171,126.7554382
한뫼도서관,경기도 고양시 일산서구 탄중로 284,N,개방시간내,1,1,37.6927747,126.7764733
안곡습지공원 화장실,경기도 고양시 일산동구 하늘마을로 39-5,Y,00:00~00:00,1,1,37.6848674,126.7850441
어침이공원 화장실,경기도 고양시 일산동구 위시티로 149,Y,00:00~00:00,1,1,37.68557699999999,126.8116647
주엽공원,경기도 고양시 일산서구 주화로 65-3(주엽동),Y,00:00~00:00,1,1,37.6676813,126.7595207
강선공원,경기도 고양시 일산서구 강성로 124(주엽동),Y,00:00~00:00,1,1,37.6729859,126.7631085
문화공원,경기도 고양시 일산서구 주엽동 77,Y,00:00~00:00,1,1,37.6753543,126.7648938
성저공원(관리사 옆),경기도 고양시 일산서구 일산로 655 (대화동),Y,00:00~00:00,0,1,37.6814275,126.7553721
대화공원,경기도 고양시 일산서구 강성로 203(대화동),N,00:00~00:00,1,1,37.6743476,126.7530222
대화레포츠공원(관리사 옆),경기도 고양시 일산서구 대화로156번길 39 (대화동),Y,00:00~00:00,1,0,37.6704161,126.7372592
대화레포츠공원(게이트볼장 앞),경기도 고양시 일산서구 대화로 168 (대화동),N,00:00~00:00,1,1,37.6698783,126.7377093
농업체험공원,경기도 고양시 일산서구 대수길 31-5(대화동),N,00:00~00:00,1,1,37.6773778,126.7388057
고양피크닉시민공원(관리사 옆),경기도 고양시 일산서구 대화로 355(대화동),Y,00:00~00:00,1,0,37.6852233,126.74941
고양피크닉시민공원(게이트볼장 옆),경기도 고양시 일산서구 대화로 355(대화동),N,00:00~00:00,1,1,37.6852233,126.74941
고양생태공원(교육센터 내),경기도 고양시 일산서구 대화로 315(대화동),N,09:00~18:00,1,1,37.6843582,126.7438504
국제전시장(진달래공원),경기도 고양시 일산서구 대화동 2604,N,00:00~00:00,1,1,37.6667096,126.7535049
호미걸이공원(송포청소년문화의 집 1층),경기도 고양시 일산서구 대화동 750-16,N,00:00~00:00,1,1,37.6719334,126.7346607
가좌근린공원(배드민턴장 앞),경기도 고양시 일산서구 송산로 387-7(가좌동),Y,00:00~00:00,1,0,37.6869626,126.721611
탄현공원,경기도 고양시 일산서구 탄현동 92-29,Y,00:00~00:00,1,1,37.7017674,126.7730126
숯고개공원,경기도 고양시 일산서구 산현로 33(탄현동),Y,00:00~00:00,1,1,37.6904504,126.7654055
덕이공원,경기도 고양시 일산서구 덕이동 산145-1,Y,00:00~00:00,1,1,37.7018658,126.7544282
한산공원,경기도 고양시 일산서구 덕이동 산131-7,Y,00:00~00:00,1,1,37.6960982,126.7494803
한뫼공원,경기도 고양시 일산서구 탄중로 284(일산동),Y,00:00~00:00,1,0,37.6927747,126.7764733
황룡어린이공원,경기도 고양시 일산서구 탄현동 1475,Y,00:00~00:00,1,1,37.6978435,126.7674186
현중어린이공원,경기도 고양시 일산서구 탄현동 1478,Y,00:00~00:00,1,1,37.695781,126.7675389
덕이도서관,경기도 고양시 일산서구 하이파크로 128,N,개방시간내,1,1,37.7000606,126.7531374
주엽어린이도서관,경기도 고양시 일산서구 주엽로 104,N,개방시간내,3,0,37.66842949999999,126.7564822
일산도서관,경기도 고양시 일산서구 고양대로 586-65,Y,(평일)09:00~22:00+(주말)09:00~18:00+(휴관일)월요일,3,3,37.685023,126.7644116
필리핀참전비,경기도 고양시 덕양구 대양로 5,Y,00:00~00:00,1,1,37.6885564,126.8734298
화정역 광장,경기도 고양시 덕양구 화신로260번길 71-2,Y,00:00~00:00,1,1,37.6341824,126.832541
고양시청 본관,경기도 고양시 고양시청로 10,N,09:00~18:00,1,0,37.6581392,126.8321657
고양시청 의회,경기도 고양시 고양시청로 10,N,09:00~18:00,1,1,37.6581392,126.8321657
고양체육관,경기도 고양시 일산서구 중앙로 1601,Y,06:00-22:00,6,6,37.6757812,126.742595
킨택스캠핑장,경기도 고양시 일산서구 킨택스로 217-25,Y,00:00~00:00,4,4,37.6632782,126.7390879
고양시 현충공원,경기도 고양시 일산동구 경의로 849,N,09:00-18:00,1,1,37.65602190000001,126.7889157
노래하는분수대,경기도 고양시 일산동구 호수로 595,Y,00:00~00:00,1,1,37.6578901,126.7635211
종합운동장,경기도 고양시 일산서구 중앙로 1601,Y,06:00-22:00,1,8,37.6757812,126.742595
국가대표야구장,경기도 고양시 일산서구 중앙로 1601,N,09:00-18:00,1,3,37.6757812,126.742595
고양리틀야구장,경기도 고양시 일산서구 중앙로 1601,N,09:00-18:00,1,0,37.6757812,126.742595
성저파크골프장,경기도 고양시 일산서구 중앙로 1601,N,09:00-18:00,0,2,37.6757812,126.742595
성저테니스장,경기도 고양시 일산서구 중앙로 1601,Y,09:00-18:00,0,1,37.6757812,126.742595
고양시 문화의집,경기도 고양시 일산서구 산현로 99,Y,09:00-21:00,1,1,37.6923168,126.7722558
고양국민체육센터 화장실,경기도 고양시 덕양구 호국로 876,N,09:00-18:00,1,1,37.6618246,126.8599831
문예회관체육관 화장실,경기도 고양시 덕양구 고양시청로 10,N,09:00-18:00,1,1,37.6581392,126.8321657
어울림누리 수영장 화장실,경기도 고양시 덕양구 어울림로 33,N,06:00-22:00,2,2,37.6488817,126.8335111
어울림누리 빙상장 화장실,경기도 고양시 덕양구 어울림로 33,N,06:00-22:00,1,1,37.6488817,126.8335111
고양백석체육센터 화장실,경기도 고양시 일산동구 경의로 84,N,(평일)06:00-22:00+(주말)09:00-18:00,1,1,37.6411606,126.7952913
고양백석생활체육시설 화장실,경기도 고양시 일산동구 경의로 115,Y,(평일)06:00-22:00+(주말)09:00-18:00,1,1,37.6436221,126.7961863
장미란체육관,경기도 고양시 덕양구 화신로 190,N,09:00-22:00,3,3,37.62928429999999,126.8402039
선유동체육시설,경기도 고양시 덕양구 선유길 160-68,Y,09:00-22:00,1,1,37.6749019,126.9107604
지영동체육공원,경기도 고양시 일산동구 지영동 865,N,09:00-22:00,1,1,37.72391,126.8347877
바이오매스에너지시설 화장실,경기도 고양시 덕양구 고양대로 1804-46,N,09:00-18:00,1,1,37.639609,126.8778157
배다리사랑나눔터,경기도 고양시 덕양구 마상로 110,Y,09:00-18:00,2,2,37.6606927,126.8353323
토당문화플랫폼,경기도 고양시 덕양구 토당로 61,N,09:00-18:00,1,1,37.6206705,126.8193018
탄현환승 공영주차장,경기도 고양시 일산서구 일현로 97-27,N,00:00~00:00,0,2,37.6954524,126.7627158
아람누리,경기도 고양시 일산동구 중앙로 1286,N,09:00-22:00,5,5,37.6615218,126.7746471
고양시문예회관,경기도 고양시 덕양구 경기도 고양시청로 10,Y,09:00-18:00,1,1,37.6581392,126.8321657
고양어린이박물관,경기도 고양시 덕양구 화중로 26,Y,10:00-17:30,3,3,37.62946,126.8306234
고양등기소,경기도 고양시 일산동구 중앙로1275번길 38-30  (장항동),N,00:00~00:00,1,2,37.6605708,126.7703685
고양세무소,경기도 고양시 일산동구 중앙로1275번길 14-43  (장항동),N,00:00~00:00,1,1,37.6611361,126.7703105
고양우편집중국,경기도 고양시 일산동구 호수로 366  (백석동),N,00:00~00:00,1,1,37.6416766,126.789328
고양일산우체국,경기도 고양시 일산동구 중앙로 1293  (장항동),N,00:00~00:00,1,1,37.6612839,126.7715321
고양종합고용지원센터,경기도 고양시 일산동구 고봉로 32-16  (장항동),N,00:00~00:00,1,1,37.6477698,126.7587811
고양지방법원,경기도 고양시 일산동구 장백로 209  (장항동),N,00:00~00:00,1,1,37.6527995,126.7746601
더루벤스카운티,"경기도 고양시 일산동구 장백로 19 (백석동, 더루벤스카운티)",Y,개방시간내,1,1,37.6512347,126.7771484
수도권 법원기록물 관리센터,경기도 고양시 일산동구 중앙로 1244,N,개방시간내,1,1,37.6575354,126.7752469
영림브레아 오피스텔,경기도 고양시 일산동구 중앙로 1047  (백석동),N,개방시간내,3,0,37.6431188,126.787229
웨스턴돔 타워,"경기도 고양시 일산동구 정발산로 24 (장항동, 웨스턴돔1)",Y,개방시간내,1,1,37.6547758,126.7726419
일산경찰서,경기도 고양시 일산동구 중앙로 1338  (정발산동),N,개방시간내,3,4,37.6686991,126.7836016
일산경찰서 민원실,경기도 고양시 일산동구 중앙로 1338  (정발산동),N,개방시간내,0,1,37.6686991,126.7836016
일산소방서,경기도 고양시 일산동구 중앙로 1325,N,00:00~00:00,3,3,37.6632711,126.7696097
덕양종합사회복지관,"경기도 고양시 덕양구 서정마을2로 13 (행신동, 덕양종합사회복지관)",Y,09:00~18:00,6,6,37.62137329999999,126.8471832
고양시원당종합사회복지관,경기도 고양시 덕양구 호국로716번길 13-11,Y,09:00~18:00,1,1,37.6516274,126.8329637
고양동종합복지회관,경기도 고양시 덕양구 혜음로19-11,N,06:00!23:00,1,1,37.702543,126.9011267
관산동종합복지회관,경기도 고양시 덕양구 통릴로 742번길 28,N,09:00~22:00,3,0,37.688654,126.8684891
아람누리도서관,경기도 고양시 일산동구 중앙로 1286,N,09:00~22:00,1,3,37.6615218,126.7746471
마두도서관,경기도 고양시 일산동구 일산로 355,N,09:00~22:00,4,5,37.6673377,126.7815303
백석도서관,경기도 고양시 일산동구 일산로 118,N,09:00~22:00,1,1,37.6472762,126.7936585
풍동도서관,경기도 고양시 일산동구 숲속마을로 108,N,09:00~22:00,1,1,37.6704459,126.796315
식사도서관,경기도 고양시 일산동구 위시티2로 43-6,N,09:00~22:00,1,1,37.6760102,126.8159733
레이크쇼핑타운,경기도 고양시 일산서구 중앙로 1391,N,개방시간내,1,1,37.6678171,126.7646121
신동아노블타워 화장실,경기도 고양시 일산서구 중앙로 1542,Y,개방시간내,0,1,37.6755534,126.7507223
에이스 스타디움,경기도 고양시 일산서구 고봉로 291  (일산동),N,개방시간내,3,3,37.68553199999999,126.7733844
예일큰프라자 화장실,경기도 고양시 일산서구 일현로 47,N,개방시간내,1,1,37.6915723,126.7627637
일산호수공원 가로수길,경기도 고양시 일산서구 주엽로 80,N,개방시간내,3,3,37.6660233,126.7564688
자유로 프라자,경기도 고양시 일산서구 대화로 120  (대화동),N,개방시간내,0,1,37.6696344,126.7341324
㈜휴세코 일산지점 희망주유소,경기도 고양시 일산서구 경의로 910,N,개방시간내,1,1,37.6985406,126.7596096
한솔코아,경기도 고양시 일산서구 중앙로 1406,N,개방시간내,1,1,37.6693552,126.7638828
대화역,경기도 고양시 일산서구 중앙로 1569 대화역,Y,영업시간,1,1,37.6758531,126.7472546
주엽역,"경기도 고양시 일산서구 중앙로 1432 (주엽동, 주엽역) 주엽역",Y,영업시간,1,1,37.6700922,126.7609996
정발산역,경기도 고양시 일산동구 중앙로 1270,Y,영업시간,1,1,37.6589797,126.7737262
마두역,경기도 고양시 일산동구 중앙로 1180,Y,영업시간,1,1,37.6515363,126.7780711
백석역,"경기도 고양시 일산동구 중앙로 1042 (백석동, 백석역) 백석역",Y,영업시간,1,1,37.64303,126.788066
대곡역,경기도 고양시 덕양구 대주로 107번길 71-81 대곡역,Y,영업시간,1,1,37.6322991,126.80962
화정역,경기도 고양시 덕양구 화정로 60 화정역,Y,영업시간,1,1,37.6345624,126.8332397
원당역,경기도 고양시 덕양구 고양대로 1429 원당역,Y,영업시간,1,1,37.6534399,126.8431196
원흥역,"경기도 고양시 덕양구 권율대로 681 (원흥동, 원흥역) 원흥역",Y,영업시간,2,2,37.6504192,126.8724795
삼송역,경기도 고양시 덕양구 삼송로 194 삼송역,Y,영업시간,1,1,37.65333390000001,126.8954612
탄현역,경기도 고양시 일산서구 경의로 856,Y,영업시간,1,1,37.6942388,126.7610565
일산역,경기도 고양시 일산서구 고양대로 673,Y,영업시간,1,1,37.6843965,126.7709881
풍산역,경기도 고양시 일산동구 경의로 486,Y,영업시간,1,1,37.6718125,126.7865371
백마역,경기도 고양시 일산동구 경의로 318,Y,영업시간,1,1,37.6584296,126.7940696
곡산역,경기도 고양시 일산동구 경의로 160,Y,영업시간,1,1,37.6461655,126.8011631
능곡역,경기도 고양시 덕양구 토당로 35,Y,영업시간,1,1,37.6202023,126.8194481
강매역,경기도 고양시 덕양구 소원로 202,Y,영업시간,1,1,37.612694,126.8450826
화전역,경기도 고양시 덕양구 화랑로 53,Y,영업시간,1,1,37.6035848,126.8682048
행신역,경기도 고양시 덕양구 소원로 102,Y,영업시간,2,2,37.6125051,126.8341045
가좌도서관,경기도 고양시 일산서구 가좌3로 16,N,09:00~22:00,2,2,37.6861959,126.7202566
대화도서관,경기도 고양시 일산서구 일산로 689,Y,09:00~18:00,1,1,37.6811158,126.7539279
