화장실명,소재지도로명주소,비상벨설치여부,개방시간상세,male,female
영스포렉스,경기도 부천시 소사구 경인로 125 (송내동),N,00:00~00:00,1,1
문영 퀸즈파크 A,"경기도 부천시 소사구 옥길로 116, 문영 퀸즈파크 A (옥길동)",N,09:00-18:00,7,7
메디슨167,"경기도 부천시 소사구 경인로536번길 27, 메디슨167 (괴안동)",Y,09:00-18:00,1,1
신중동역랜드마크푸르지오시티,"경기도 부천시 원미구 신흥로 223, 신중동역 랜드마크 푸르지오 시티 (중동)",Y,00:00~00:00,1,1
도당동 행정복지센터,"경기도 부천시 원미구 평천로849번길 26-7, 도당동행정복지센터 (도당동)",Y,09:00-18:00,1,1
한국전력공사 부천지사,경기도 부천시 부천로264번길 4(도당동),N,09:00-18:00,0,1
춘의동 행정복지센터,"경기도 부천시 원미구 부천로209번길 19, 춘의동행정복지센터 (춘의동)",Y,08:00~22:00,1,1
원미구청,"경기도 부천시 원미구 부천로136번길 27, 원미구청 (원미동)",Y,05:00-23:50,2,1
역곡1동 행정복지센터,"경기도 부천시 원미구 부일로791번길 14, 역곡1동행정복지센터 (역곡동)",Y,08:00-22:00,1,1
역곡2동 행정복지센터,"경기도 부천시 원미구 부일로699번길 35, 역곡2동행정복지센터 (역곡동)",N,08:00-22:00,1,1
부천고용복지플러스센터,경기도 부천시 길주로 351(중동),Y,09:00-18:00,1,1
고용노동부 부천지청,경기도 부천시 석천로 207(중동),Y,09:00-18:00,1,1
중4동 행정복지센터,"경기도 부천시 원미구 석천로209번길 15, 중4동행정복지센터 (중동)",Y,09:00-18:00,0,1
약대동 행정복지센터,"경기도 부천시 원미구 수도로 44, 약대동행정복지센터 (약대동)",Y,09:00-18:00,0,1
중2동 행정복지센터,"경기도 부천시 원미구 심중로119번길 8, 중2동행정복지센터 (중동)",Y,09:00-18:00,1,1
중3동 행정복지센터,"경기도 부천시 원미구 옥산로113번길 39, 중3동행정복지센터 (중동)",Y,09:00-18:00,1,0
중1동 행정복지센터,"경기도 부천시 원미구 조마루로 250, 중1동행정복지센터 (중동)",Y,00:00~00:00,1,1
중2동우체국,경기도 부천시 조마루로 254(중동),N,09:00-18:00,0,1
남부천우체국,경기도 부천시 경인로 162(송내동),N,09:00-18:00,1,1
심곡본1동 행정복지센터,"경기도 부천시 소사구 심곡로9번길 54, 심곡본1동행정복지센터 (심곡본동)",N,09:00-18:00,0,3
심곡동우체국,경기도 부천시 부일로 412(심곡동),N,09:00-18:00,0,1
코오롱이데아폴리스,"경기도 부천시 원미구 소향로 11, 코오롱파크뷰 (상동)",N,10:00-21:00,0,2
정남프라자,"경기도 부천시 원미구 삼작로 252, 정남프라자 (도당동)",N,09:00-18:00,1,1
금호프라자,"경기도 부천시 원미구 부흥로303번길 36, 금호 프라자 (중동)",N,00:00~00:00,1,1
위브더스테이트7단지,"경기도 부천시 원미구 신흥로 150, 위브더스테이트 (중동)",Y,00:00~00:00,1,1
위브더스테이트5단지,"경기도 부천시 원미구 신흥로 170, 위브더스테이트 (중동)",Y,00:00~00:00,1,1
위브더스테이트3단지,"경기도 부천시 원미구 신흥로 178, 위브더스테이트 (중동)",N,00:00~00:00,1,1
그랜드프라자,"경기도 부천시 원미구 상동로 83, 그랜드프라자 (상동)",Y,00:00~00:00,1,1
정방프라자,"경기도 부천시 오정구 여월로 70, 정방프라자 (여월동)",Y,09:00-18:00,2,0
메가플러스,"경기도 부천시 원미구 상동로 90, 메가플러스 (상동)",N,10:00-21:00,0,2
대신프라자,"경기도 부천시 원미구 송내대로265번길 19, 대신프라자 (상동)",N,10:00-21:00,0,1
리치하우스오피스텔,"경기도 부천시 원미구 길주로 325, 리치타운 오피스텔 (중동)",N,00:00~00:00,1,1
역곡하이뷰,"경기도 부천시 소사구 경인로 505 (괴안동, 역곡하이뷰)",N,00:00~00:00,1,1
대우프라자,경기도 부천시 소사구 중동로 48 (송내동),N,00:00~00:00,1,1
진영종합인성교육관,"경기도 부천시 소사구 은성로2번길 60, 진영 종합인성교육관 (소사본동)",N,07:00-16:00,1,1
기풍빌딩,"경기도 부천시 소사구 안곡로 11, 기풍빌딩 (괴안동)",N,00:00~00:00,1,1
엠지빌딩,"경기도 부천시 소사구 경인로536번길 20, 엠지빌딩 (괴안동)",Y,09:00-18:00,1,1
부천터미널소풍,"경기도 부천시 원미구 송내대로 239, 소풍(부천터미널) (상동)",N,04:00-24:00,0,1
현대백화점 부천중동점,"경기도 부천시 원미구 길주로 180, 현대백화점 중동점 (중동)",Y,00:00~00:00,1,0
롯데백화점 중동점,"경기도 부천시 원미구 길주로 300, LOTTE백화점 (중동)",Y,10:30-20:00,1,1
이마트 중동점,"경기도 부천시 원미구 석천로 188, (주)신세계이마트중동점 (중동)",Y,00:00~00:00,1,1
홈플러스 부천상동점,"경기도 부천시 원미구 길주로 118, 홈플러스부천상동점 (상동)",Y,10:00-24:00,1,1
세이브존 부천상동점,"경기도 부천시 원미구 길주로 105, 드림모아 (상동)",N,10:00-20:00,0,1
부천지하상가,"경기도 부천시 원미구 부천로 지하1-1, 부천역지하도상가 (심곡동)",N,00:00~00:00,1,1
이마트 부천점,"경기도 부천시 소사구 부천로 1, 부천역사 쇼핑몰 (심곡본동)",N,00:00~00:00,3,3
부천LPG충전소,"경기도 부천시 원미구 길주로 429, 부천 LPG충전소 (춘의동)",N,05:00-23:50,1,1
로안충전소,"경기도 부천시 오정구 벌말로 157, 로안충전소 (대장동)",N,00:00~00:00,1,0
세일장례식장,"경기도 부천시 원미구 장말로372번길 15, 세일병원 (심곡동)",N,09:00-17:30,1,1
연세본사랑병원,경기도 부천시 원미구 장말로 376 (심곡동),Y,09:00-17:40,1,1
홈플러스 소사점,경기도 부천시 경인로 532(괴안동),N,12시간,1,1
스타필드시티 부천,경기도 부천시 옥길로 1(옥길동),Y,10:00-21:00,5,5
홈플러스 부천여월점,"경기도 부천시 오정구 소사로 663, 홈플러스 부천여월점 (여월동)",N,10:00-00:00,2,0
뉴코아부천점,"경기도 부천시 원미구 송내대로 239, 소풍(부천터미널) (상동)",N,10:00-21:00,0,2
역곡주유소,"경기도 부천시 원미구 부일로 820, 역곡주유소 (역곡동)",N,05:00-23:50,0,1
샛별어린이공원,경기도 부천시 중동 1072,N,00:00-24:00,1,1
중흥어린이공원,경기도 부천시 계남로 212(중동),Y,00:00-24:00,0,1
설악어린이공원,경기도 부천시 중동 1051-2,N,00:00-24:00,0,1
덕유어린이공원,경기도 부천시 계남로 161(중동),N,00:00-24:00,0,1
까치울역,경기도 부천시 길주로 지하 626(춘의동),Y,05:00-24:00,1,1
종합운동장역,경기도 부천시 길주로 지하 502(춘의동),Y,05:00-24:00,1,1
춘의역,경기도 부천시 길주로 지하 406(춘의동),Y,05:00-24:00,1,1
신중동역,경기도 부천시 길주로 지하 314(중동),Y,05:00-24:00,1,1
상동역,경기도 부천시 길주로 지하 104(상동),Y,05:00-24:00,1,1
부천시청역,경기도 부천시 길주로 지하202(중동),Y,05:00-24:00,1,1
부천시어린이교통나라,경기도 부천시 소사로 456(원미동),Y,09:00-20:00,3,1
부천시교통정보센터,경기도 부천시 옥산로 92(중동),N,09:00-18:00,1,1
부천하이웨이주유소,경기도 부천시 원미구 송내대로 369 (상동),N,00:00~00:00,0,1
㈜광역주유소 고강점,"경기도 부천시 오정구 역곡로 560, 공항주유소 (고강동)",N,05:00-23:00,0,1
옥길동전기차충전소,경기도 부천시 부광로 162(옥길동),N,00:00-24:00,1,1
부천중앙공원공영주차장,경기도 부천시 소향로 162(중동),Y,00:00-24:00,1,1
심곡지하공영주차장,경기도 부천시 부천로54번길 23(심곡동),Y,00:00-24:00,1,0
법원앞공영주차장,경기도 부천시 부일로237번길 41(상동),Y,00:00-24:00,1,1
부천활박물관,경기도 부천시 소사로 482(춘의동),Y,09:30-18:00,1,1
부천시민회관,경기도 부천시 부일로 365(중동),Y,07:00-22:00,1,1
송내어울마당,경기도 부천시 경인로92번길 33(송내동),Y,09:00-18:00,3,3
부천시립박물관,경기도 부천시 소사로 638(여월동),Y,09:30-18:00,3,3
부천아트벙커B39,경기도 부천시 삼작로 53(삼정동),Y,10:00-17:00,2,2
부천펄벅기념관,경기도 부천시 성주로214번길 61(심곡본동),Y,09:30-18:00,1,1
복사골문화센터,경기도 부천시 장말로 107(상동),N,09:00-18:00,2,6
부천아트센터,경기도 부천시 소향로 165(중동),Y,06:30-23:00,4,5
부천만화창작스튜디오,경기도 부천시 부천로136번길 30(원미동),N,08:00-18:00,1,0
한국만화박물관,경기도 부천시 길주로 1(상동),N,09:00-18:00,3,1
웹툰융합센터,경기도 부천시 길주로 17(상동),Y,09:00-18:00,12,12
한국만화영상진흥원 비즈니스센터,경기도 부천시 길주로 1(상동),Y,09:00-18:00,5,0
부천상공회의소,경기도 부천시 장말로 289 (심곡동),N,09:00-18:00,1,1
먹적골공영주차장,경기도 부천시 신흥로67번길 48(심곡동),Y,00:00-24:00,1,1
부천체육관,경기도 부천시 석천로 293(중동),Y,06:00-22:00,0,7
부천배드민턴 전용체육관,경기도 부천시 은성로2번길 6(소사본동),N,06:00-21:30,0,1
소사국민체육센터,경기도 부천시 소사로 108(소사본동),Y,06:00-22:00,1,0
오정레포츠센터,경기도 부천시 상오정로 169(오정동),Y,06:00-22:00,1,1
부천종합운동장,경기도 부천시 소사로 482(춘의동),Y,00:00-24:00,2,0
부천국민체육센터,경기도 부천시 석천로 293(중동),Y,06:00-22:00,1,0
고강다목적체육센터,경기도 부천시 수주로 61(고강동),N,06:00-22:00,2,2
부천시보건소,경기도 부천시 옥산로10번길 16(중동),Y,09:00-18:00,5,0
부천시치매안심센터,경기도 부천시 길주로 410(춘의동),Y,미개방,2,2
부천물박물관,경기도 부천시 길주로 691(작동),Y,09:00-18:00,1,1
남부수자원생태공원,경기도 부천시 연동로 89(옥길동),N,00:00-24:00,1,1
부천시자원순환센터,경기도 부천시 벌말로 122(대장동),N,09:00-18:00,1,1
식품안전체험관,경기도 부천시 벌말로 122(대장동),N,09:00-18:00,1,1
부천시자전거문화센터,경기도 부천시 상오정로 183(오정동),N,09:00-18:00,1,1
한마음어린이공원,경기도 부천시 부흥로 314(중동),N,00:00-24:00,1,1
새싹어린이공원,경기도 부천시 심중로 110(중동),N,00:00-24:00,0,1
미리내어린이공원,경기도 부천시 중동 1179-1,N,00:00-24:00,0,1
보람어린이공원,경기도 부천시 중동 1172-2,N,00:00-24:00,0,1
꿈마을어린이공원,경기도 부천시 조마루로 343(중동),N,00:00-24:00,0,1
소향공원,경기도 부천시 조마루로 264(중동),Y,00:00-24:00,0,1
복사골공원,경기도 부천시 장말로293번길 45(중동),Y,00:00-24:00,0,1
옥산어린이공원,경기도 부천시 옥산로113번길 38(중동),N,00:00-24:00,0,1
연꽃어린이공원,경기도 부천시 옥산로 38(중동),N,00:00-24:00,0,1
원골어린이공원,경기도 부천시 약대동 203,Y,00:00-24:00,1,1
살말어린이공원,경기도 부천시 약대동 195 일원,Y,00:00-24:00,1,1
청실어린이공원,경기도 부천시 심중로119번길 18(중동),N,00:00-24:00,1,1
계남공원,경기도 부천시 송내대로 262(중동),N,00:00-24:00,1,1
부천요양병원,경기도 부천시 원미구 길주로 321 (중동),Y,00:00~00:00,1,1
안중근공원,경기도 부천시 송내대로 236(중동),Y,00:00-24:00,0,1
부천로보파크,"경기도 부천시 평천로 655, 부천테크노파크 401동(약대동)",N,00:00-24:00,1,1
부천중앙공원,경기도 부천시 소향로 162(중동),Y,00:00-24:00,2,2
푸른어린이공원,경기도 부천시 부흥로 261(중동),N,00:00-24:00,0,1
약대공원,경기도 부천시 도약로163번길 12(중동),N,00:00-24:00,0,1
보배어린이공원,경기도 부천시 계남로322번길 29-7(중동),N,00:00-24:00,0,1
길주공원,경기도 부천시 계남로 211(중동),Y,00:00-24:00,1,2
반달어린이공원,경기도 부천시 신상로 24(상동),N,00:00-24:00,1,1
구지공원,경기도 부천시 상일로 101(상동),Y,00:00-24:00,1,1
원천공원,경기도 부천시 상동 620-3,N,00:00-24:00,1,0
한아름어린이공원,경기도 부천시 상동로 78-1(상동),Y,00:00-24:00,1,1
서촌공원,경기도 부천시 부일로 172(상동),Y,00:00-24:00,1,1
상동호수공원,경기도 부천시 길주로 16(상동),N,00:00-24:00,3,3
진달래공원,경기도 부천시 계남로 57(상동),N,00:00-24:00,1,1
찬들공원,"경기도 부천시 오정동 793, 794",Y,00:00-24:00,1,1
오정대공원,경기도 부천시 상오정로 183(오정동),Y,00:00-24:00,1,1
누른말공원,경기도 부천시 오정동 764,Y,00:00-24:00,0,1
새터어린이공원,경기도 부천시 오정로212번길 22(오정동),Y,00:00-24:00,1,1
상산어린이공원,경기도 부천시 석천로356번길 31-5(삼정동),Y,00:00-24:00,0,1
덕산어린이공원,경기도 부천시 오정로252번길 117(오정동),Y,00:00-24:00,1,1
내촌어린이공원,경기도 부천시 부천로 430(내동),Y,00:00-24:00,1,1
내동어린이공원,경기도 부천시 삼작로 211(내동),Y,00:00-24:00,1,1
고라개어린이공원,경기도 부천시 삼정동 48-227,Y,00:00-24:00,1,1
여월체육공원,경기도 부천시 성오로 1(여월동),Y,00:00-24:00,1,1
은데미공원,경기도 부천시 성지로 17(원종동),Y,00:00-24:00,1,1
부천세종병원,"경기도 부천시 소사구 호현로489번길 28, 세종병원 (소사본동)",Y,00:00~00:00,1,1
더편한소사요양병원,"경기도 부천시 소사구 소사로 236, 이레빌딩 (소사본동)",N,08:30-21:30,1,1
오정본병원,경기도 부천시 오정구 소사로 801 (원종동),N,09:00-21:00,1,1
부천중동리슈빌엔클래스,"경기도 부천시 원미구 길주로 246, 부천중동리슈빌엔클래스 (중동)",Y,00:00~00:00,0,1
금광베네스타,"경기도 부천시 원미구 길주로 252, 금광베네스타 (중동)",N,00:00~00:00,1,1
중동대우마이빌2,"경기도 부천시 원미구 길주로 270, 중동대우마이빌Ⅱ (중동)",N,00:00~00:00,1,1
아이엔유 포비스타 오피스텔,"경기도 부천시 원미구 부흥로315번길 14, 아이엔유 포비스타 오피스텔 (중동)",N,00:00~00:00,1,1
현대센트럴파크,"경기도 부천시 원미구 석천로169번길 22, 현대센트럴파크 (중동)",N,00:00~00:00,1,1
메트로팰리스1 A,"경기도 부천시 원미구 소향로 197, 메트로팰리스1 에이동 (중동)",N,00:00~00:00,1,1
디아뜨3 B,"경기도 부천시 원미구 소향로 225, 디아뜨갤러리3 B동 (중동)",N,00:00~00:00,1,1
다니엘종합병원,경기도 부천시 원미구 중동로 361 (약대동),Y,00:00~00:00,1,1
순천향대학교부천병원,"경기도 부천시 원미구 조마루로 170, 순천향대학교 (중동)",Y,00:00~00:00,8,10
자생한방병원,"경기도 부천시 원미구 부일로191번길 17, 부천자생한방병원 (상동)",Y,00:00~00:00,1,0
휴앤유병원,"경기도 부천시 소사구 심곡로10번길 63, 휴&유병원 (송내동)",Y,00:00~00:00,5,5
메디홀스병원,"경기도 부천시 소사구 경인로110번길 18, 메디홀스병원 (송내동)",N,00:00~00:00,0,1
부천우리병원,"경기도 부천시 소사로 726, 부천우리병원 (원종동)",Y,09:00-18:00,1,1
부천중앙병원,경기도 부천시 오정구 소사로 797 (원종동),N,09:00-18:00,1,1
어린이도서관 화장실,"경기도 안양시 동안구 동안로 66 (호계동, 안양어린이도서관)",N,10:00~19:00,1,1
연현마을 공중화장실,경기도 안양시 석수동 461-2,Y,00:00~00:00,1,1
예술공원 주차장 공중화장실,경기도 안양시 만안구 예술공원로 131,Y,00:00~24:00,1,1
예술공원 파빌리온 공중화장실,경기도 안양시 만안구 예술공원로 180,N,00:00~24:00,1,1
올림픽스포츠센터 개방화장실,경기도 안양시 동안구 동안로 120(호계동),Y,06:00~22:30,1,1
운곡공원 공중화장실,경기도 안양시 동안구 비산동 249-6,Y,00:00~24:00,1,1
먹거리촌어린이공원 공중화장실,경기도 안양시 동안구 관평로69번길 29-13(평촌동),Y,00:00~24:00,1,1
인덕원역(4호선) 공중화장실,경기도 안양시 동안구 흥안대로 529 지하,Y,00:00~00:00,1,1
평촌청소년문화의집,경기도 안양시 동안구 흥안대로 394 (평촌동),Y,09:00~18:00,1,1
한솔센트럴파크1차 개방화장실,"경기도 안양시 동안구 평촌대로 217, 한솔센트럴파크 I 1층 (호계동)",N,00:00~00:00,0,1
자유공원 론볼링장 옆 공중화장실,경기도 안양시 동안구 평촌대로 76,Y,00:00~24:00,1,1
자유공원 축구장 옆 공중화장실,경기도 안양시 동안구 평촌대로 76,Y,00:00~24:00,1,1
자유공원 테니스장 옆 공중화장실,경기도 안양시 동안구 평촌대로 76,Y,00:00~24:00,1,1
초원어린이공원 공중화장실,경기도 안양시 동안구 평촌동 896-3,Y,00:00~24:00,1,1
명학공원 공중화장실,경기도 안양시 만안구 안양동 572,Y,00:00~24:00,1,1
명학역(1호선) 공중화장실,경기도 안양시 만안구 만안로 20,Y,04:30~24:20,1,1
목련어린이공원 공중화장실,경기도 안양시 동안구 호계동 1052-2,Y,00:00~24:00,1,1
무궁화어린이공원 공중화장실,경기도 안양시 동안구 호계동 1061,Y,00:00~24:00,1,1
미륭아파트 앞 공중화장실,경기도 안양시 동안구 경수대로 868번길 16,Y,00:00~00:00,0,2
민백어린이공원 공중화장실,경기도 안양시 동안구 평촌동 933-2,Y,00:00~24:00,1,1
박달1동 행정복지센터 화장실,경기도 안양시 만안구 양화로127번길 9,N,09:00~18:00,1,1
박달2동 행정복지센터 화장실,경기도 안양시 만안구 박달로 470 (박달동),Y,08:00~22:00,5,5
박달시장 상인회관 개방화장실,경기도 안양시 만안구 양화로 132-3,Y,07:00~23:00,1,0
박석교 공중화장실,경기도 안양시 박달동 10-1,Y,00:00~00:00,1,1
벌말도서관 화장실,"경기도 안양시 동안구 흥안대로434번길 19-27 (평촌동, 벌말도서관)",N,09:00~18:00,1,1
범계동 행정복지센터 화장실,경기도 안양시 동안구 평촌대로217번길 63,Y,09:00~18:00,1,0
범계어린이공원 공중화장실,경기도 안양시 동안구 호계동 1053-5,Y,00:00~24:00,1,1
병목안 담배촌휴게소 앞 공중화장실,경기도 안양시 만안구 병목안로 311,Y,00:00~24:00,1,1
병목안 수리산약수터입구 공중화장실,경기도 안양시 만안구 병목안로 475,Y,00:00~24:00,1,0
임곡공원 공중화장실,경기도 안양시 동안구 비산동 산 167,Y,00:00~00:00,1,1
중앙공원 관리사무실 공중화장실,경기도 안양시 동안구 관평로 149,Y,00:00~24:00,1,0
중앙공원 매점 앞 공중화장실,경기도 안양시 동안구 관평로 149,Y,00:00~24:00,1,1
중앙공원 주차장 옆 공중화장실,경기도 안양시 동안구 관평로 149,Y,00:00~24:00,0,1
중앙시장 내 공중화장실,경기도 안양시 만안구 안양로291번길 34,N,00:00~24:00,1,0
중앙시장 상인회관 개방화장실,경기도 안양시 만안구 냉천로185번길 8(안양동),Y,00:00~24:00,1,1
지방노동청 안양지청(1~4층),"경기도 안양시 만안구 전파로44번길 73(안양동, 중부지방고용노동청 안양지청)",N,09:00~18:00,1,1
병목안 시민공원 관리사무소 공중화장실,경기도 안양시 만안구 병목안로 215,Y,00:00~24:00,1,1
병목안시민공원매점옆공중화장실,경기도 안양시 만안구 안양동 산81-1,Y,00:00~24:00,1,1
병목안 캠핑장,경기도 안양시 만안구 병목안로 247번길 37,Y,00:00~00:00,1,1
부안어린이공원 공중화장실,경기도 안양시 동안구 관양동 1588-4,Y,00:00~24:00,1,1
부흥동 행정복지센터 공중화장실,경기도 안양시 동안구 달안로 28,N,09:00~18:00,1,0
브레인빌딩 개방화장실,경기도 안양시 만안구 만안로 11(안양동),N,08:00~23:00,1,1
비산1동행정복지센터 공중화장실,경기도 안양시 동안구 비산로 12(비산동),Y,09:00~18:00,4,4
비산2동 행정복지센터 화장실,"경기도 안양시 동안구 관악대로106번길 70, 비산2동 행정복지센터 (비산동)",Y,09:00~18:00,4,2
비산3동 행정복지센터공중화장실,"경기도 안양시 동안구 운곡로 34 (비산동, 비산3동 행정복지센터)",Y,09:00~18:00,4,4
비산도서관 화장실,경기도 안양시 동안구 관악대로 123,N,09:00~18:00,5,5
충훈공원 공중화장실,경기도 안양시 만안구 석수동 626-4,Y,00:00~24:00,1,1
칼라힐주차빌딩 개방화장실,경기도 안양시 동안구 시민대로 312(평촌동),N,00:00~24:00,1,0
평안동 행정복지센터 화장실,경기도 안양시 동안구 관평로138번길 39,N,09:00~18:00,1,1
평안어린이공원 공중화장실,경기도 안양시 동안구 평촌동 899-6,Y,00:00~24:00,1,1
평촌공원 공중화장실,경기도 안양시 동안구 평촌대로 256,Y,00:00~24:00,0,1
삼덕공원 공중화장실,경기도 안양시 만안구 삼덕로 106,Y,00:00~24:00,1,1
삼막사 공중화장실,경기도 안양시 만안구 삼막로 478,Y,00:00~24:00,1,0
삼막애견공원 내 화장실,경기도 안양시 만안구 석수동 18,N,10:00~19:00,1,1
서안양우체국,경기도 안양시 만안구 안양로 233,N,09:00~18:00,1,0
석수1동 행정복지센터 화장실,경기도 안양시 만안구 경수대로 1252,N,08:00~21:00,1,1
석수2동 행정복지센터 화장실,경기도 안양시 만안구 안양로 496,N,08:00~21:00,1,1
충훈동행정복지센터 화장실,경기도 안양시 만안구 충훈로90번길 36,Y,09:00~18:00,3,3
석수시장관리소 개방화장실,경기도 안양시 만안구 석천로171번길 20,N,00:00~24:00,0,1
석수어린이공원 공중화장실,경기도 안양시 만안구 충훈로 71번길 15,Y,00:00~24:00,2,3
석수역(1호선) 공중화장실,경기도 안양시 만안구 경수대로 1431,N,04:30~24:30,1,1
석수체육공원 화장실,경기도 안양시 만안구 안양로 595,N,00:00~00:00,1,1
해오름공원 공중화장실,경기도 안양시 동안구 동편로13번길 57,Y,00:00~24:00,1,1
호계1동 행정복지센터 화장실,경기도 안양시 동안구 경수대로 538,Y,09:00~18:00,1,1
호계3동 행정복지센터 화장실,경기도 안양시 동안구 경수대로 504,N,08:00~20:00,3,3
시청앞광장 인라인경기장 옆 공중화장실,경기도 안양시 동안구 관양동 1591-5,Y,00:00~24:00,1,1
신기어린이공원 공중화장실,경기도 안양시 동안구 호계동 1056-1,Y,00:00~24:00,1,1
신촌동 행정복지센터 화장실,경기도 안양시 동안구 동안로 28,Y,09:00~18:00,2,2
신촌어린이공원 공중화장실,경기도 안양시 동안구 호계동 1055-2,Y,00:00~24:00,1,1
신한데뷰오피스텔 개방화장실,경기도 안양시 동안구 안양판교로 20(관양동),N,00:00~24:00,1,1
쌍개울 공중화장실,경기도 안양시 동안구 경수대로883번길 13,Y,00:00~00:00,1,1
안양1동 행정복지센터 공중화장실,경기도 안양시 만안구 장내로 170,N,09:00~21:00,1,1
안양2동 행정복지센터 공중화장실,경기도 안양시 만안구 안양로384번길 50,N,08:00-22:00,1,0
안양3동 행정복지센터 공중화장실,경기도 안양시 만안구 양화로 28,N,09:00-18:00,1,0
안양4동행정복지센터공중화장실,경기도 안양시 만안구 냉천로193번길 34,N,09:00~18:00,1,1
안양5동 행정복지센터공중화장실,경기도 안양시 만안구 냉천로157번길 18,N,09:00~20:00,1,0
안양6동 행정복지센터 공중화장실,경기도 안양시 만안구 안양로170번길 23,N,09:00~18:00,0,1
안양7동 행정복지센터 공중화장실,경기도 안양시 만안구 덕천로 115,N,09:00~18:00,1,1
안양8동 행정복지센터 공중화장실,경기도 안양시 만안구  안양로111번길 17,Y,09:00~18:00,2,2
안양9동 행정복지센터 화장실,경기도 안양시 만안구 병목안로142번길 12-9,N,08:30~18:00,1,1
안양건설타워빌딩 개방화장실,경기도 안양시 동안구 시민대로 187(비산동),N,00:00~24:00,1,1
안양만안경찰서,"경기도 안양시 만안구 냉천로 63, 안양만안경찰서 (안양동)",N,09:00~18:00,1,1
안양교도소 운동장 화장실,경기도 안양시 동안구 경수대로 504,N,00:00~24:00,1,0
안양동안경찰서,경기도 안양시 동안구 동안로159번길 43,N,09:00~18:00,3,3
안양법조타운 개방화장실,경기도 안양시 동안구 부림로 156(관양동),N,06:00~22:30,1,1
평촌도서관 화장실,"경기도 안양시 동안구 관평로 213 (관양동, 안양시립평촌도서관)",N,09:00~18:00,1,1
평촌아트홀,"경기도 안양시 동안구 평촌대로 76(호계동, 평촌아트홀)",Y,08:00~22:00,3,2
평촌학생체육관,"경기도 안양시 동안구 흥안대로223번길 38(호계동, 평촌학생체육관)",N,09:00~18:00,1,1
평촌훼미리타운 개방화장실,경기도 안양시 동안구 관평로170번길 43(평촌동),N,00:00~24:00,0,1
평화공원 공중화장실,경기도 안양시 동안구 비산동 1104-2,Y,00:00~24:00,1,1
푸르미어린이공원 공중화장실,경기도 안양시 만안구  안양동 1419,Y,00:00~24:00,1,1
학운공원 공중화장실(1),경기도 안양시 동안구 비산동 1100,Y,00:00~24:00,1,1
학운공원 공중화장실(2),경기도 안양시 동안구 비산동 1099,Y,00:00~24:00,1,1
안양세무서 공중화장실,경기도 안양시 만안구 냉천로 83,Y,09:00~18:00,1,1
안양시보훈회관,경기도 안양시 동안구 동안로 149,Y,09:00~18:00,1,0
안양시의회 공중화장실,"경기도 안양시 동안구 시민대로 233 (관양동, 안양시의회)",N,06:30~22:00,1,1
안양시청 공중화장실,경기도 안양시 동안구 시민대로 235,Y,00:00~24:00,4,4
안양아트센터,경기도 안양시 만안구 문예로36번길 16,Y,08:00~22:00,1,1
안양역(1호선) 공중화장실(안양역사 2층),경기도 안양시 만안구 만안로 232,N,00:00~24:00,1,1
안양역사 공중화장실(1층),경기도 안양시 만안구 만안로 232,Y,00:00~24:00,1,1
안양우체국,경기도 안양시 동안구 평촌대로253번길 25,N,09:00~18:00,1,1
에이스 하이테크시티 범계,"경기도 안양시 동안구 시민대로109번길 29, 에이스하이테크시티 범계 (호계동)",N,08:00~20:00,2,2
만안청소년수련관,"경기도 안양시 만안구 냉천로31번길 33, 만안청소년수련관 (안양동)",N,09:00~22:00,1,1
안양종합운동장 빙상장,경기도 안양시 동안구 평촌대로 389,N,05:00~24:00,3,3
안양종합운동장 인라인경기장,경기도 안양시 동안구 평촌대로 429,N,00:00~00:00,1,1
안양종합운동장 주경기장 입구,경기도 안양시 동안구 평촌대로 389,N,05:00~22:00,2,10
안양종합운동장 체육관,경기도 안양시 동안구 평촌대로 389,N,05:00~24:00,3,1
안일교 공중화장실,경기도 안양시 동안구 비산동 531-166,Y,00:00~00:00,1,1
달월역,"경기도 시흥시 서해안로736번길 55 (월곶동, 달월역)",Y,05:00-00:00,1,1
대야동주민센터,경기도 시흥시 복지로 37,Y,09:00-8:00,1,1
대야삼 2공원 공중화장실,"경기도 시흥시 비둘기공원1길 6, 공중화장실 (대야동)",Y,00:00-00:00,1,1
대야이 1수변공원 화장실,경기도 시흥시 은행로218번길 14(대야동),Y,00:00-00:00,1,1
배곧한울공원,경기도 시흥시 해송십리로 61,Y,00:00-00:00,5,6
산들공원(관리사무소) 화장실,경기도 시흥시 군자동 1352,Y,00:00-00:00,1,1
산들공원(물놀이장) 화장실,경기도 시흥시 군자동 1352,Y,00:00-00:00,1,1
산현공원 화장실,경기도 시흥시 목감남서로 15,Y,00:00-00:00,1,1
꿈마을어린이공원 공중화장실,경기도 안양시 동안구 평촌동 932-3,Y,00:00~24:00,1,1
꿈자람어린이공원 공중화장실,경기도 안양시 동안구 호계동 1054-4,Y,00:00~24:00,1,1
남부시장 상인회관 개방화장실,경기도 안양시 만안구 장내로140번길 51,N,05:00~22:00,1,0
내안애팰리스빌딩 개방화장실,경기도 안양시 동안구 흥안대로94번길 68(호계동),N,08:00~22:00,1,1
냉천어린이공원 공중화장실,경기도 안양시 만안구 안양로 263번길 31,Y,00:00~24:00,3,3
농수산물도매시장 관리사업소 화장실,경기도 안양시 동안구 흥안대로 313,N,00:00~24:00,2,2
